Instituição;Código;TCB;SR;TCip;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;;;;Exposição Total (k);Índice de Capital Principal (l) = (a) / (j);Índice de Capital Nível I (m) = (c) / (j);Índice de Basileia (n) = (e) / (j);Adicional de Capital Principal;IRRBB;Razão de Alavancagem (o) = (c) / (k);Índice de Imobilização (p);
;;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;;;RWA para Risco Operacional (h);RWAsp (i);Ativos Ponderados pelo Risco (RWA) (j) = (f) + (g) + (h) + (i);;;;;;;;;
;;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWAcva (g5);RWAdrc (g6);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4) + (g5) + (g6);;;;;;;;;;;;
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL MAIS;5269976;b3S;S5;1;I;2;QUILOMBO;SC;12/2025;NA;NA;NA;NA;65.532;267.506;NA;NA;NA;NA;NA;NA;0;10.941;0;278.447;NA;NA%;NA%;23,53%;NA;NA;NA%;8,22%
COOPERATIVA DE CRÉDITO SICOOB COSTA DO DESCOBRIMENTO LTDA.;1205736;b3S;S5;1;I;2;ITAMARAJU;BA;12/2025;NA;NA;NA;NA;56.817;255.958;NA;NA;NA;NA;NA;NA;0;20.505;0;276.463;NA;NA%;NA%;20,55%;NA;NA;NA%;12,46%
COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO;71237184;b3S;S5;1;I;2;CAMPO BELO;MG;12/2025;NA;NA;NA;NA;50.835;260.156;NA;NA;NA;NA;NA;NA;0;13.572;0;273.728;NA;NA%;NA%;18,57%;NA;NA;NA%;8,01%
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA - CRESOL ARATIBA;4565791;b3S;S5;1;I;2;ARATIBA;RS;12/2025;NA;NA;NA;NA;41.032;265.555;NA;NA;NA;NA;NA;NA;0;7.852;0;273.407;NA;NA%;NA%;15,01%;NA;NA;NA%;6,10%
COOPERATIVA DE CRÉDITO CREDICOOP LTDA - SICOOB CREDICOOP;41931221;b3S;S5;1;I;2;PITANGUI;MG;12/2025;NA;NA;NA;NA;58.541;258.696;NA;NA;NA;NA;NA;NA;0;14.112;0;272.807;NA;NA%;NA%;21,46%;NA;NA;NA%;20,75%
COOPERATIVA DE CRÉDITO NOSSA SENHORA DO DESTERRO - SICOOB CREDISC;3419786;b3S;S5;1;I;2;FLORIANOPOLIS;SC;12/2025;NA;NA;NA;NA;42.304;254.500;NA;NA;NA;NA;NA;NA;0;15.411;0;269.910;NA;NA%;NA%;15,67%;NA;NA;NA%;5,61%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI;869687;b3S;S5;1;I;2;BOA ESPERANCA;MG;12/2025;NA;NA;NA;NA;73.083;257.773;NA;NA;NA;NA;NA;NA;0;10.693;0;268.466;NA;NA%;NA%;27,22%;NA;NA;NA%;1,12%
BANQI IP - PRUDENCIAL;1000085829;n1;S5;3;C;2;SAO PAULO;SP;12/2025;NA;NA;NA;NA;189.728;226.820;NA;NA;NA;NA;NA;NA;0;35.915;5.558;268.292;NA;NA%;NA%;70,72%;NA;NA;NA%;NA%
COOPERATIVA DE CRÉDITO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DE EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA - SICOOB COOPEMG;3269540;b3S;S5;1;I;2;BELO HORIZONTE;MG;12/2025;NA;NA;NA;NA;77.463;254.680;NA;NA;NA;NA;NA;NA;0;12.664;0;267.344;NA;NA%;NA%;28,98%;NA;NA;NA%;2,93%
CREDI&GENTE - COOPERATIVA DE CRÉDITO E INVESTIMENTOS;82096447;b3S;S5;1;I;2;CURITIBA;PR;12/2025;NA;NA;NA;NA;169.545;252.395;NA;NA;NA;NA;NA;NA;0;14.743;0;267.137;NA;NA%;NA%;63,47%;NA;NA;NA%;0,23%
BEES IP - PRUDENCIAL;1000087731;n4;NA;2;I;3;SAO PAULO;SP;12/2025;NA;NA;NA;NA;57.754;35.224;0;NA;NA;NA;NA;NA;0;0;231.796;267.019;NA;NA%;NA%;21,63%;NA;NA;NA%;NA%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO;71154876;b3S;S5;1;I;2;JOAO PINHEIRO;MG;12/2025;NA;NA;NA;NA;58.446;244.053;NA;NA;NA;NA;NA;NA;0;21.449;0;265.502;NA;NA%;NA%;22,01%;NA;NA;NA%;4,76%
COOPERATIVA DE CRÉDITO SICOOB CONFIANÇA;7097064;b3S;S5;1;I;2;MARECHAL CANDIDO RONDON;PR;12/2025;NA;NA;NA;NA;39.732;248.806;NA;NA;NA;NA;NA;NA;0;16.007;0;264.813;NA;NA%;NA%;15,00%;NA;NA;NA%;16,47%
COOPERATIVA DE CRÉDITO UNIÃO DO CENTRO OESTE DE MINAS LTDA. - SICOOB CENTRO UNIÃO;65239402;b3S;S5;1;I;2;CARMO DO CAJURU;MG;12/2025;NA;NA;NA;NA;80.351;245.435;NA;NA;NA;NA;NA;NA;0;17.390;0;262.826;NA;NA%;NA%;30,57%;NA;NA;NA%;5,14%
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;S4;1;I;2;SAO PAULO;SP;12/2025;91.320;0;91.320;0;91.320;198.719;0;0;0;0;0;0;0;61.257;0;259.976;1.746.996;35,13%;35,13%;35,13%;6.499;4.276;5,23%;8,69%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER JUDICIÁRIO, DO TRIBUNAL DE CONTAS ESTADUAL E DEMAIS ÓRGÃOS PÚBLICOS MUNICIPAIS, ESTADUAIS E FEDERAIS NO ESTADO DO RIO DE JANEIRO LTDA.;2000895;b3S;S5;1;I;2;RIO DE JANEIRO;RJ;12/2025;NA;NA;NA;NA;99.665;247.404;NA;NA;NA;NA;NA;NA;0;12.535;0;259.938;NA;NA%;NA%;38,34%;NA;NA;NA%;1,20%
COOPERATIVA DE CRÉDITO DO VALE DO SÃO FRANCISCO - SICREDI VALE DO SÃO FRANCISCO;4237413;b3S;S4;1;I;2;PETROLINA;PE;12/2025;61.938;0;61.938;0;61.938;246.774;0;0;0;0;0;0;0;12.823;0;259.597;564.647;23,86%;23,86%;23,86%;6.490;2.891;10,97%;12,63%
ATIVA S.A. CTCV - PRUDENCIAL;1000082547;n2;S4;3;I;2;RIO DE JANEIRO;RJ;12/2025;39.915;0;39.915;0;39.915;28.970;715;0;5.645;0;0;231;6.592;223.491;0;259.052;NA;15,41%;15,41%;15,41%;6.476;0;NA%;NA%
BECKER FINANCEIRA S.A. - CFI - PRUDENCIAL;1000084507;n1;S4;1;C;2;CERRO LARGO;RS;12/2025;100.310;0;100.310;0;100.310;240.754;0;0;6.109;0;0;0;6.109;11.717;0;258.580;NA;38,79%;38,79%;38,79%;12.929;1.229;NA%;33,53%
COOPERATIVA DE CRÉDITO DE TIROS E MATUTINA LTDA.- SICOOB CREDITIROS;42880617;b3S;S5;1;I;2;TIROS;MG;12/2025;NA;NA;NA;NA;49.485;249.211;NA;NA;NA;NA;NA;NA;0;9.213;0;258.424;NA;NA%;NA%;19,15%;NA;NA;NA%;5,76%
IUGU IP - PRUDENCIAL;1000085434;n4;NA;2;C;2;SAO PAULO;SP;12/2025;NA;NA;NA;NA;-38.547;21.210;0;NA;NA;NA;NA;NA;0;0;237.112;258.322;NA;NA%;NA%;-14,92%;NA;NA;NA%;NA%
FLASH TECNOLOGIA IP - PRUDENCIAL;1000087315;n4;NA;2;I;2;SAO PAULO;SP;12/2025;NA;NA;NA;NA;151.993;161.952;0;NA;NA;NA;NA;NA;0;0;94.594;256.546;NA;NA%;NA%;59,25%;NA;NA;NA%;NA%
COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA;4355489;b3S;S5;1;I;2;FLORIANOPOLIS;SC;12/2025;NA;NA;NA;NA;41.360;249.713;NA;NA;NA;NA;NA;NA;0;6.761;0;256.475;NA;NA%;NA%;16,13%;NA;NA;NA%;3,76%
SANTINVEST - PRUDENCIAL;1000080446;n1;S5;1;I;2;FLORIANOPOLIS;SC;12/2025;NA;NA;NA;NA;135.083;239.481;NA;NA;NA;NA;NA;NA;0;12.320;0;251.801;NA;NA%;NA%;53,65%;NA;NA;NA%;0,33%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO NOS ESTADOS DE ALAGOAS, SERGIPE E BAHIA - SICOOB LESTE;2493000;b3S;S5;1;I;2;MACEIO;AL;12/2025;NA;NA;NA;NA;76.068;233.105;NA;NA;NA;NA;NA;NA;0;16.103;0;249.208;NA;NA%;NA%;30,52%;NA;NA;NA%;12,85%
CLARA IP - PRUDENCIAL;1000087205;n4;NA;2;I;3;SAO PAULO;SP;12/2025;NA;NA;NA;NA;22.108;67.858;5.839;NA;NA;NA;NA;NA;5.839;0;174.683;248.380;NA;NA%;NA%;8,90%;NA;NA;NA%;NA%
WARREN CCVM LTDA - PRUDENCIAL;1000082664;n2;S4;3;C;2;PORTO ALEGRE;RS;12/2025;26.718;0;26.718;0;26.718;5.532;0;0;4.665;0;0;268;4.932;235.158;0;245.622;NA;10,88%;10,88%;10,88%;6.141;0;NA%;NA%
EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS IP -;1000087834;n4;NA;2;I;2;SAO PAULO;SP;12/2025;NA;NA;NA;NA;57.857;166.742;0;NA;NA;NA;NA;NA;0;0;77.735;244.477;NA;NA%;NA%;23,67%;NA;NA;NA%;NA%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO E DOS ADVOGADOS LTDA. - SICOOB CREDIJUR;2480577;b3S;S5;1;I;2;GOIANIA;GO;12/2025;NA;NA;NA;NA;65.684;227.281;NA;NA;NA;NA;NA;NA;0;17.154;0;244.434;NA;NA%;NA%;26,87%;NA;NA;NA%;14,61%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DO BRASIL - CREVISC;10143743;b3S;S5;1;I;2;GUARAMIRIM;SC;12/2025;NA;NA;NA;NA;50.675;226.667;NA;NA;NA;NA;NA;NA;0;16.409;0;243.075;NA;NA%;NA%;20,85%;NA;NA;NA%;11,88%
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO DO RIO DE JANEIRO - SICREDI RIO RJ;72128440;b3S;S4;1;I;2;RIO DE JANEIRO;RJ;12/2025;54.673;0;54.673;0;54.673;219.150;0;0;0;0;0;0;0;21.709;0;240.859;400.073;22,70%;22,70%;22,70%;6.021;388;13,67%;38,31%
COOPERATIVA DE CRÉDITO DA GRANDE FLORIANÓPOLIS - ÚNILOS;2405189;b3S;S5;1;I;2;FLORIANOPOLIS;SC;12/2025;NA;NA;NA;NA;58.117;223.735;NA;NA;NA;NA;NA;NA;0;16.916;0;240.651;NA;NA%;NA%;24,15%;NA;NA;NA%;6,28%
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3519240;b3S;S5;1;I;2;BELO HORIZONTE;MG;12/2025;NA;NA;NA;NA;63.676;230.963;NA;NA;NA;NA;NA;NA;0;8.968;0;239.931;NA;NA%;NA%;26,54%;NA;NA;NA%;1,05%
EAGLE SCD - PRUDENCIAL;1000086172;n1;S5;1;C;2;PORTO ALEGRE;RS;12/2025;NA;NA;NA;NA;118.707;163.126;NA;NA;NA;NA;NA;NA;0;76.408;0;239.533;NA;NA%;NA%;49,56%;NA;NA;NA%;3,48%
SINOSSERRA FINANCEIRA S/A - PRUDENCIAL;1000084552;n1;S4;1;C;2;NOVO HAMBURGO;RS;12/2025;40.327;0;40.327;0;40.327;166.742;0;0;0;0;0;0;0;72.335;0;239.077;NA;16,87%;16,87%;16,87%;5.977;118;NA%;3,04%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE GOIÁS;4406371;b3S;S5;1;I;2;GOIANIA;GO;12/2025;NA;NA;NA;NA;41.538;214.514;NA;NA;NA;NA;NA;NA;0;20.013;0;234.528;NA;NA%;NA%;17,71%;NA;NA;NA%;7,72%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.;37631058;b3S;S5;1;I;2;PALMEIRAS DE GOIAS;GO;12/2025;NA;NA;NA;NA;100.889;214.759;NA;NA;NA;NA;NA;NA;0;13.832;0;228.591;NA;NA%;NA%;44,14%;NA;NA;NA%;5,89%
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL DESENVOLVIMENTO;5425526;b3S;S5;1;I;2;CONCORDIA;SC;12/2025;NA;NA;NA;NA;31.514;219.449;NA;NA;NA;NA;NA;NA;0;8.270;0;227.719;NA;NA%;NA%;13,84%;NA;NA;NA%;16,03%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED HORIZONTES LTDA - UNICRED HORIZONTES;1526924;b3S;S5;1;I;2;IJUI;RS;12/2025;NA;NA;NA;NA;71.525;213.149;NA;NA;NA;NA;NA;NA;0;11.097;0;224.246;NA;NA%;NA%;31,90%;NA;NA;NA%;1,84%
ACCREDITO SCD - PRUDENCIAL;1000085331;n1;S5;1;I;2;SAO PAULO;SP;12/2025;NA;NA;NA;NA;70.477;209.130;NA;NA;NA;NA;NA;NA;0;4.098;7.353;220.581;NA;NA%;NA%;31,95%;NA;NA;NA%;0,19%
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78157146;b3S;S5;1;I;2;ROLANDIA;PR;12/2025;NA;NA;NA;NA;-20.089;205.168;NA;NA;NA;NA;NA;NA;0;14.358;0;219.526;NA;NA%;NA%;-9,15%;NA;NA;NA%;0,00%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL;71441406;b3S;S5;1;I;2;PEDRO LEOPOLDO;MG;12/2025;NA;NA;NA;NA;54.767;202.221;NA;NA;NA;NA;NA;NA;0;17.087;0;219.309;NA;NA%;NA%;24,97%;NA;NA;NA%;11,25%
AGENCIA DE FOMENTO DO RN S.A. - PRUDENCIAL;1000081043;n1;S4;1;I;1;NATAL;RN;12/2025;67.917;0;67.917;0;67.917;75.388;0;0;0;0;0;0;0;143.331;0;218.719;NA;31,05%;31,05%;31,05%;15.310;2.716;NA%;3,21%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO;25743311;b3S;S5;1;I;2;CARMO DO RIO CLARO;MG;12/2025;NA;NA;NA;NA;77.330;205.673;NA;NA;NA;NA;NA;NA;0;12.751;0;218.424;NA;NA%;NA%;35,40%;NA;NA;NA%;7,37%
PROVER PROMOCAO DE VENDAS IP - PRUDENCIAL;1000087212;n1;S5;3;C;2;MANAUS;AM;12/2025;NA;NA;NA;NA;165.723;180.608;NA;NA;NA;NA;NA;NA;0;36.790;405;217.803;NA;NA%;NA%;76,09%;NA;NA;NA%;NA%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED PIONEIRA;94243839;b3S;S5;1;I;2;CASCA;RS;12/2025;NA;NA;NA;NA;35.233;209.495;NA;NA;NA;NA;NA;NA;0;7.286;0;216.781;NA;NA%;NA%;16,25%;NA;NA;NA%;3,80%
COOPERATIVA DE CRÉDITO SICOOB COOPMIL;62673470;b3S;S5;1;I;2;SAO PAULO;SP;12/2025;NA;NA;NA;NA;63.793;202.069;NA;NA;NA;NA;NA;NA;0;14.100;0;216.169;NA;NA%;NA%;29,51%;NA;NA;NA%;2,91%
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS NO ESTADO DA BAHIA LTDA. - SICOOB INOVA;4321309;b3S;S5;1;I;2;SALVADOR;BA;12/2025;NA;NA;NA;NA;35.750;204.385;NA;NA;NA;NA;NA;NA;0;11.782;0;216.167;NA;NA%;NA%;16,54%;NA;NA;NA%;17,42%
STATE STREET BRASIL - PRUDENCIAL;1000081627;b1;S4;1;I;3;SAO PAULO;SP;12/2025;709.014;0;709.014;0;709.014;41.841;23.729;0;12.701;0;0;0;36.430;137.030;0;215.301;1.877.601;329,31%;329,31%;329,31%;5.383;1.102;37,76%;0,22%
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE SÃO VALENTIM - CRESOL SÃO VALENTIM;3015152;b3S;S5;1;I;2;SAO VALENTIM;RS;12/2025;NA;NA;NA;NA;33.483;204.978;NA;NA;NA;NA;NA;NA;0;7.541;0;212.519;NA;NA%;NA%;15,76%;NA;NA;NA%;11,37%
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO DO SUL DE MINAS LTDA;71418784;b3S;S5;1;I;2;VARGINHA;MG;12/2025;NA;NA;NA;NA;55.358;197.653;NA;NA;NA;NA;NA;NA;0;13.714;0;211.366;NA;NA%;NA%;26,19%;NA;NA;NA%;4,18%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE NOVA MUTUM E REGIÃO - CRESOL MATO GROSSO;50735161;b3S;S5;1;I;2;NOVA MUTUM;MT;12/2025;NA;NA;NA;NA;33.400;205.967;NA;NA;NA;NA;NA;NA;0;5.099;0;211.066;NA;NA%;NA%;15,82%;NA;NA;NA%;18,58%
SUL AMERICA INVEST DTVM S.A. - PRUDENCIAL;1000084026;n2;S4;3;I;3;SAO PAULO;SP;12/2025;209.202;0;209.202;0;209.202;103.380;0;0;0;0;0;0;0;106.701;0;210.081;NA;99,58%;99,58%;99,58%;10.504;224;NA%;NA%
COOPERATIVA DE CRÉDITO SICOOB NORTE SUL LTDA;2876918;b3S;S5;1;I;2;GANDU;BA;12/2025;NA;NA;NA;NA;38.115;194.194;NA;NA;NA;NA;NA;NA;0;14.023;0;208.217;NA;NA%;NA%;18,31%;NA;NA;NA%;16,03%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE JATAÍ E REGIÃO LTDA.;10143499;b3S;S5;1;I;2;JATAI;GO;12/2025;NA;NA;NA;NA;40.793;192.708;NA;NA;NA;NA;NA;NA;0;14.155;0;206.863;NA;NA%;NA%;19,72%;NA;NA;NA%;15,29%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62928320;b3S;S5;1;I;2;SAO PAULO;SP;12/2025;NA;NA;NA;NA;213.830;195.103;NA;NA;NA;NA;NA;NA;0;10.692;0;205.795;NA;NA%;NA%;103,90%;NA;NA;NA%;0,01%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM;71146450;b3S;S5;1;I;2;CAMPOS GERAIS;MG;12/2025;NA;NA;NA;NA;54.009;195.458;NA;NA;NA;NA;NA;NA;0;9.315;0;204.773;NA;NA%;NA%;26,37%;NA;NA;NA%;12,65%
COOPERATIVA DE CRÉDITO CREDIVAZ LTDA. - SICOOB CREDIVAZ;803287;b3S;S5;1;I;2;VAZANTE;MG;12/2025;NA;NA;NA;NA;54.280;191.726;NA;NA;NA;NA;NA;NA;0;12.743;0;204.469;NA;NA%;NA%;26,55%;NA;NA;NA%;14,77%
OXY CH - PRUDENCIAL;1000085520;n1;S4;1;C;2;PORTO ALEGRE;RS;12/2025;47.043;0;47.043;0;47.043;152.025;0;0;0;0;0;0;0;50.449;0;202.474;NA;23,23%;23,23%;23,23%;5.062;4.167;NA%;1,43%
CM CAPITAL MARKETS - PRUDENCIAL;1000080549;n2;S4;3;I;3;SAO PAULO;SP;12/2025;26.581;0;26.581;0;26.581;17.879;0;0;5;0;0;0;5;183.552;0;201.437;NA;13,20%;13,20%;13,20%;5.036;0;NA%;NA%
COOPERATIVA DE CRÉDITO DO VALE DOS PINHAIS - SICOOB VALE DOS PINHAIS;86791837;b3S;S5;1;I;2;CACADOR;SC;12/2025;NA;NA;NA;NA;25.072;188.750;NA;NA;NA;NA;NA;NA;0;12.549;0;201.298;NA;NA%;NA%;12,46%;NA;NA;NA%;11,11%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB CREDMISSÃO LTDA. - SICOOB CREDMISSÃO;1667352;b3S;S5;1;I;2;PIRAPORA;MG;12/2025;NA;NA;NA;NA;37.330;186.457;NA;NA;NA;NA;NA;NA;0;13.777;0;200.234;NA;NA%;NA%;18,64%;NA;NA;NA%;6,77%
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL INOVAÇÃO;5070112;b3S;S5;1;I;2;CORONEL MARTINS;SC;12/2025;NA;NA;NA;NA;33.071;188.992;NA;NA;NA;NA;NA;NA;0;8.912;0;197.904;NA;NA%;NA%;16,71%;NA;NA;NA%;36,45%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DAS DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA. - SICOOB CECREMEF;33370115;b3S;S5;1;I;2;RIO DE JANEIRO;RJ;12/2025;NA;NA;NA;NA;32.428;182.209;NA;NA;NA;NA;NA;NA;0;15.494;0;197.703;NA;NA%;NA%;16,40%;NA;NA;NA%;11,66%
COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL;71207740;b3S;S5;1;I;2;IRAI DE MINAS;MG;12/2025;NA;NA;NA;NA;66.303;190.608;NA;NA;NA;NA;NA;NA;0;6.724;0;197.333;NA;NA%;NA%;33,60%;NA;NA;NA%;0,91%
STRADA PAY IP - PRUDENCIAL;1000085362;n4;NA;2;I;3;SAO PAULO;SP;12/2025;NA;NA;NA;NA;50.098;50.031;0;NA;NA;NA;NA;NA;0;0;146.852;196.883;NA;NA%;NA%;25,45%;NA;NA;NA%;NA%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRANSAMAZÔNICA - CRESOL TRANSAMAZÔNICA;24431221;b3S;S5;1;I;2;PACAJA;PA;12/2025;NA;NA;NA;NA;29.664;184.085;NA;NA;NA;NA;NA;NA;0;12.478;0;196.563;NA;NA%;NA%;15,09%;NA;NA;NA%;13,14%
COOPERATIVA DE CRÉDITO CREDICAMPINA LTDA. - SICOOB CREDICAMPINA;1609345;b3S;S5;1;I;2;CAMPINA VERDE;MG;12/2025;NA;NA;NA;NA;41.052;189.379;NA;NA;NA;NA;NA;NA;0;6.929;0;196.308;NA;NA%;NA%;20,91%;NA;NA;NA%;5,57%
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE GETÚLIO VARGAS - CRESOL GETÚLIO VARGAS;5241145;b3S;S5;1;I;2;GETULIO VARGAS;RS;12/2025;NA;NA;NA;NA;30.750;189.167;NA;NA;NA;NA;NA;NA;0;6.961;0;196.129;NA;NA%;NA%;15,68%;NA;NA;NA%;15,96%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DA DEFENSORIA PÚBLICA NO ESTADO DO RIO DE JANEIRO LIMITADA. - SICOOB COMPERJ;4694278;b3S;S5;1;I;2;RIO DE JANEIRO;RJ;12/2025;NA;NA;NA;NA;27.665;185.327;NA;NA;NA;NA;NA;NA;0;9.361;0;194.689;NA;NA%;NA%;14,21%;NA;NA;NA%;23,66%
WORLDPAY DO BRASIL IP - PRUDENCIAL;1000086110;n4;NA;2;I;3;SAO PAULO;SP;12/2025;NA;NA;NA;NA;87.108;70.187;0;NA;NA;NA;NA;NA;0;0;123.581;193.769;NA;NA%;NA%;44,95%;NA;NA;NA%;NA%
SICOOB CRESSEM - COOPERATIVA DE ECNONOMIA E CRÉDITO MUTUO DOS SERVIDORES MUNICIPAIS DA REGIÃO METROPOLITANA DO VALE DO PARAIBA E LITORAL NORTE;54190525;b3S;S5;1;I;2;SAO JOSE DOS CAMPOS;SP;12/2025;NA;NA;NA;NA;96.476;172.291;NA;NA;NA;NA;NA;NA;0;19.256;0;191.546;NA;NA%;NA%;50,37%;NA;NA;NA%;9,40%
COOPERATIVA E ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA. - CREDISIS/CREDIPLAN;97259253;b3S;S5;1;I;2;PASSO FUNDO;RS;12/2025;NA;NA;NA;NA;43.262;182.142;NA;NA;NA;NA;NA;NA;0;8.155;0;190.297;NA;NA%;NA%;22,73%;NA;NA;NA%;2,35%
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL XANXERÊ;7509426;b3S;S5;1;I;2;XANXERE;SC;12/2025;NA;NA;NA;NA;25.360;181.576;NA;NA;NA;NA;NA;NA;0;6.126;0;187.702;NA;NA%;NA%;13,51%;NA;NA;NA%;17,34%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BANDEIRANTES - SICREDI BANDEIRANTES SP;4853988;b3S;S4;1;I;2;SAO CARLOS;SP;12/2025;42.673;0;42.673;2.990;45.663;173.664;0;0;0;0;0;0;0;10.756;0;184.420;377.653;23,14%;23,14%;24,76%;4.610;1.391;11,30%;12,86%
GOWD IP - PRUDENCIAL;1000087023;n4;NA;2;I;2;MARINGA;PR;12/2025;NA;NA;NA;NA;7.210;101.513;0;NA;NA;NA;NA;NA;0;0;80.697;182.209;NA;NA%;NA%;3,96%;NA;NA;NA%;NA%
COOPERATIVA DE CRÉDITO DO SUDOESTE BAIANO LTDA - SICOOB CREDICONQUISTA;2282165;b3S;S5;1;I;2;VITORIA DA CONQUISTA;BA;12/2025;NA;NA;NA;NA;49.268;165.116;NA;NA;NA;NA;NA;NA;0;15.458;0;180.574;NA;NA%;NA%;27,28%;NA;NA;NA%;17,14%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO;6910457;b3S;S5;1;I;2;SANTA CRUZ DAS PALMEIRAS;SP;12/2025;NA;NA;NA;NA;30.260;167.825;NA;NA;NA;NA;NA;NA;0;11.221;0;179.046;NA;NA%;NA%;16,90%;NA;NA;NA%;9,33%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI INTEGRAÇÃO BAHIA - SICREDI INTEGRAÇÃO BAHIA;97489280;b3S;S4;1;I;2;ITABUNA;BA;12/2025;50.893;0;50.893;0;50.893;171.724;0;0;0;0;0;0;0;7.302;0;179.027;361.387;28,43%;28,43%;28,43%;4.476;1.833;14,08%;22,84%
